URL,Status,Response Code,Protocol,Method,Content-Type,Client Address,Remote Address,Exception,Request Start Time,Request End Time,Response Start Time,Response End Time,Duration (ms),Request Duration (ms),Response Duration (ms),Latency (ms),Speed (KB/s),Response Speed (KB/s),Request Header Size (bytes),Request Body Size (bytes),Response Header Size (bytes),Response Body Size (bytes),Request Compression,Response Compression
http://casale-match.dotomi.com/dmm/casale/match?cm_dsp_id=65&cm_callback_url=http%253A%252F%252Fdsum.casalemedia.com%252Frum&cm_user_id=VGSnP8AoJ2oAACnsHYIAAAEK,Complete,302,http,GET,,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,378,0,0,118,,,584,,323,,,
http://ums.adtech.de/mapuser?providerid=1010%3Buserid%3DVGSnP8AoJ2oAACnsHYIAAAEK%2526297,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,55,0,0,52,13.9382105,Infinity,561,,181,43,,
http://image2.pubmatic.com/AdServer/Pug?vcode=bz0yJnR5cGU9MSZqcz0xJmNvZGU9ODImdGw9MTU3NjgwMCZkcF9pZD0yMg%3D%3D&piggybackCookie=pcv%3A1%7Cuid%3A6968199289856398512,Complete,200,http,GET,text/html; charset=utf-8,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,69,0,0,34,,,590,,797,,,
http://ib.adnxs.com/getuid?http%3A%2F%2Fr.turn.com%2Fr%2Fbd%3Fddc=1&pid=54&cver=1&uid=%24UID,Complete,302,http,GET,text/html; charset=utf-8,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,45,0,0,44,,,559,,664,,,
http://r.turn.com/r/bd?ddc=1&pid=54&cver=1&uid=4147089872951652268,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,78,0,1,41,12.570112,456.05466,537,,424,43,,
https://pixel2368.everesttech.net/2368/m?cookieid=&ev_rs=1&url=%2F1%2Fgr%253Furl%3Dhttp%25253A%25252F%25252Fdsum.casalemedia.com%25252Frum%25253Fcm_dsp_id%25253D71%252526external_user_id%25253D__EFGCK__&google_gid=CAESEDp48PI-CGrTQte0JEFfb6Q&google_cver=1,Complete,302,https,GET,text/html; charset=iso-8859-1,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,542,0,0,40,,,758,,918,,,
http://ib.adnxs.com/setuid?entity=43&code=6968199289856398512,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,45,0,0,43,25.043402,Infinity,542,,569,43,,
http://cm.g.doubleclick.net/pixel?google_nid=turn1&google_cm=&google_sc=&google_hm=Njk2ODE5OTI4OTg1NjM5ODUxMg%3D%3D,Complete,200,http,GET,image/png,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,48,0,0,46,25.716146,Infinity,627,,467,170,,
http://relestar.com/cc?p=ri,Complete,302,http,GET,text/html,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,174,0,0,173,,,485,,252,,,
http://ads.yahoo.com/pixel?id=2155814&t=2&piggyback=http%253A%252F%252Fads.yahoo.com%252Fcms%252Fv1%253Fesig%253D1%7E862d802dd86fb59368388ad078a7f298ddbbd0b7%2526nwid%253D10000424978%2526sigv%253D1,Complete,302,http,GET,,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,305,0,0,146,,,611,,760,,,N/A
http://pixel.rubiconproject.com/tap.php?v=4212&nid=1185&put=6968199289856398512&expires=60,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,42,0,0,41,41.596912,Infinity,1054,,686,49,,
http://us-u.openx.net/w/1.0/sd?id=537073061&val=6968199289856398512,Complete,302,http,GET,,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,91,0,0,49,,,505,,408,,,
http://idpix.media6degrees.com/orbserv/hbpix?pixId=9867&cckz=true,Complete,302,http,GET,,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,237,0,1,122,,,519,,1185,,,
http://ad.afy11.net/ad?mode=7&publisher_dsp_id=2&external_user_id=6968199289856398512,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,260,0,0,131,4.5860877,Infinity,523,,653,45,,
http://pixel.rubiconproject.com/tap.php?v=4940&nid=1994&put=xvh7f993gaop&expires=30,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,72,0,1,71,25.32281,749.99994,1099,,719,49,,
http://cas.pxl.ace.advertising.com/cfcm.ashx?providerId=1013&extMatch=1&rcode=1&ctst=1,Complete,302,http,GET,,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,131,0,1,130,,,553,,531,,,
http://us-u.openx.net/w/1.0/sd?cc=1&id=537073061&val=6968199289856398512,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,77,0,0,40,11.312906,Infinity,569,,280,43,,
http://csm2waycm-atl.netmng.com/cm/,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,146,0,1,144,5.0366545,279.29688,467,,243,43,,
http://bh.contextweb.com/bh/rtset?do=add&pid=535461&ev=6968199289856398512,Complete,200,http,GET,image/gif;charset=ISO-8859-1,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,114,0,1,40,11.967174,864.25775,512,,825,60,,
http://pixel.rubiconproject.com/tap.php?v=9867&nid=2323&expires=30&put=459231660538593280,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,44,0,0,42,43.9897,Infinity,1168,,765,49,,
http://ce.lijit.com/merge?pid=1&3pid=6968199289856398512,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,276,0,1,120,3.877944,587.8906,494,,559,43,,
http://ad.360yield.com/match?publisher_dsp_id=4&external_user_id=6968199289856398512,Complete,302,http,GET,text/html; charset=UTF-8,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,133,0,0,48,,,522,,525,,,
http://r.casalemedia.com/rum?cm_dsp_id=62&external_user_id=oS620014158825600025,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,57,0,1,56,28.131853,878.9062,742,,857,43,,
http://dtm.gap.com/dmm/casale/match?fpc=2366&pnid=19998&trid=576602574029278725&fpctok=1&cm_callback_url=http%253A%252F%252Fdsum.casalemedia.com%252Frum&cm_user_id=VGSnP8AoJ2oAACnsHYIAAAEK&cm_dsp_id=65,Complete,302,http,GET,,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,148,0,0,44,,,625,,232,,,
http://sync.search.spotxchange.com/partner?adv_id=6481&img=1&uid=6968199289856398512,Complete,302,http,GET,text/html,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,473,0,0,224,,,522,,908,,,
http://sync.adap.tv/sync?type=gif&key=turn&uid=6968199289856398512,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,328,0,0,112,2.4801114,Infinity,504,,287,42,,
http://r.casalemedia.com/rum?cm_dsp_id=27&external_user_id=l93tztcsgnsv,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,78,0,1,61,19.744091,823.2421,734,,800,43,,
http://dsum.casalemedia.com/rum?cm_dsp_id=4&external_user_id=6968199289856398512,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,41,0,1,39,37.84775,800.7812,769,,777,43,,
http://ads.yahoo.com/cms/v1?esig=1%7E862d802dd86fb59368388ad078a7f298ddbbd0b7&nwid=10000424978&sigv=1,Complete,302,http,GET,text/plain; charset=utf-8,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,132,0,0,131,,,571,,491,,,
http://ih.adscale.de/adscale-ih/tpui?tpid=30&tpuid=6968199289856398512,Complete,302,http,GET,,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,170,0,0,68,,,508,,590,,,
http://ad.360yield.com/ul_cb/match?publisher_dsp_id=4&external_user_id=6968199289856398512,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,51,0,1,49,23.399204,626.9531,580,,599,43,,
https://www.facebook.com/fr/u.php?p=328546547221502&m=6968199289856398512&t=2592000,Complete,200,https,GET,image/gif,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,276,0,1,136,-0.00707654,-1.9531249,0,,-1,-1,,101.7%
http://www.facebook.com/fr/u.php?p=328546547221502&m=6968199289856398512&t=2592000,Complete,-1,http,GET,,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,0,0,0,0,,,0,,-1,,,
http://rtb-csync.smartadserver.com/redir/?partnerid=32&partneruserid=6968199289856398512,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,139,0,0,39,7.8616796,Infinity,526,,550,43,,
http://ads.stickyadstv.com/user-registering?dataProviderId=147&userId=6968199289856398512,Complete,200,http,GET,,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,118,0,0,35,,,527,,520,,,
http://dsum.casalemedia.com/rum?cm_dsp_id=65&expiration=1415968960,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,40,0,1,38,40.185547,834.9609,791,,812,43,,
http://r.turn.com/r/cms/id/0/ddc/1/pid/43/uid/?xid=8A3AmIzi.ODb.75KpVFWOwLy,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,42,0,0,41,23.553759,Infinity,546,,424,43,,
http://ums.adtech.de/mapuser?providerid=1006%3Buserid%3D6968199289856398512,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,52,0,0,51,14.6484375,Infinity,556,,181,43,,
http://ad.sxp.smartclip.net/sync?type=red&dsp=28,Complete,302,http,GET,,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,136,0,0,52,,,486,,562,,,
http://e.nexac.com/e/turn_sync.xgi?na_exid=6968199289856398512,Complete,302,http,GET,text/html,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,266,0,0,116,,,500,,570,,,
http://ih.adscale.de/adscale-ih/tpui?tpid=30&tpuid=6968199289856398512&nut=&uu=428531415882560549,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,101,0,0,99,11.032255,Infinity,616,,476,49,,
http://dsum.casalemedia.com/rum?cm_dsp_id=71&external_user_id=CAESEDp48PI-CGrTQte0JEFfb6Q,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,43,0,1,41,38.78997,861.32806,826,,839,43,,
http://sync.adap.tv/turn_user_sync,Complete,302,http,GET,text/plain,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,222,0,0,110,,,472,,351,,,
http://ums.adtech.de/mapuser?providerid=1006%3Buserid%3D3508590351105725616,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:41,13 Nov 2014 13:42:41,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,53,0,0,52,14.372052,Infinity,556,,181,43,,
http://a.rfihub.com/cm?cm_dsp_id=57&cm_callback_url=http%253A%252F%252Fdsum.casalemedia.com%252Frum&cm_user_id=VGSnP8AoJ2YAAGWFH4YAAAGZ,Complete,302,http,GET,,,,,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,40,0,0,38,,,880,,973,,,
http://www.wtp101.com/pull_sync/casale?cm_dsp_id=2&cm_callback_url=http%253A%252F%252Fdsum.casalemedia.com%252Frum&cm_user_id=VGSnP8AoJ2YAAGWFH4YAAAGZ,Complete,302,http,GET,text/html; charset=UTF-8,,,,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,439,0,0,50,,,574,,706,,,
http://dsum.casalemedia.com/rum?cm_dsp_id=57&external_user_id=638174141741555785,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,40,0,0,39,42.13867,Infinity,844,,839,43,,
http://ib.adnxs.com/getuid?http%3A%2F%2Fdsum.casalemedia.com%2Frum%3Fcm_dsp_id=46&external_user_id=%24UID,Complete,302,http,GET,text/html; charset=utf-8,,,,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,49,0,1,47,,,568,,679,,,
http://dis.criteo.com/dis/usersync.aspx?r=10&p=7&cp=casaleP&cu=1&url=http%253A%252F%252Fdsum.casalemedia.com%252Frum%253Fcm_dsp_id%253D20%2526external_user_id%253D%2540%2540CRITEO_USERID%2540%2540,Complete,302,http,GET,text/html; charset=utf-8,,,,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,74,0,0,39,,,604,,486,,,
http://ums.adtech.de/mapuser?providerid=1010%3Buserid%3DVGSnP8AoJ2YAAGWFH4YAAAGZ%2526293,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,54,0,0,52,14.196325,Infinity,561,,181,43,,
http://dsum.casalemedia.com/rum?cm_dsp_id=46&external_user_id=4147089872951652268,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,41,0,1,39,41.58727,879.88275,845,,858,43,,
http://r.turn.com/r/bd?ddc=1&pid=65&uid=1ec2ff80-7a1e-43dc-bd59-3c9383e1f5f7,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,41,0,0,40,24.152058,Infinity,547,,424,43,,
http://dsum.casalemedia.com/rum?cm_dsp_id=20&external_user_id=9eb9e270-2642-463b-87f3-8eb59f29561d,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,48,0,1,46,36.987305,915.039,881,,894,43,,
http://d.turn.com/r/du/id/L2NzaWQvMS9tcGlkLzMzOTA0ODEz/mpuid/EUX5123225868988929268,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,153,0,1,41,6.5167994,456.05466,554,,424,43,,
http://cdn.spotxchange.com/media/thumbs/pixel/pixel.gif,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,129,0,1,30,8.08503,301.7578,759,,266,43,,
https://e.nexac.com/e/xrefid.xgi?na_exid=6968199289856398512&na_pid=1966&ru=,Complete,200,https,GET,image/gif,,,,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,489,0,0,115,2.152831,Infinity,530,,505,43,,
http://www.wtp101.com/ul_cb/pull_sync/casale?cm_dsp_id=2&cm_callback_url=http%253A%252F%252Fdsum.casalemedia.com%252Frum&cm_user_id=VGSnP8AoJ2YAAGWFH4YAAAGZ,Complete,302,http,GET,text/html; charset=UTF-8,,,,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,75,0,0,73,,,656,,517,,,
http://dsum.casalemedia.com/rum?cm_dsp_id=2&external_user_id=0,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,45,0,1,43,41.62326,1012.69525,881,,994,43,,
http://tctechcrunch2011.files.wordpress.com/2014/11/scopely.jpg?w=208&h=156&crop=1,Complete,200,http,GET,image/jpeg,,,,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,96,0,46,46,161.94661,329.10156,418,,311,15191,,
http://tctechcrunch2011.files.wordpress.com/2014/11/dry_eye.jpeg?w=208&h=156&crop=1,Complete,200,http,GET,image/jpeg,,,,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,114,0,58,53,294.47644,571.7437,419,,311,33646,,
http://tctechcrunch2011.files.wordpress.com/2014/11/onlinelabs-c1-business-card.jpg?w=208&h=156&crop=1,Complete,200,http,GET,image/jpeg,,,,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,128,0,63,62,285.8963,574.0792,438,,310,36725,,
http://tctechcrunch2011.files.wordpress.com/2014/11/screen-shot-2014-11-13-at-11-43-19.png?w=208&h=156&crop=1,Complete,200,http,GET,image/png,,,,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,253,0,183,68,229.85503,315.403,445,,309,58795,,
http://pthumbnails.5min.com/10369992/518499599_c_300_170.jpg,Complete,200,http,GET,image/jpeg,,,,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,175,0,9,32,97.97991,1862.1963,396,,362,16800,,
http://pthumbnails.5min.com/10369807/518490330_c_300_170.jpg,Complete,200,http,GET,image/jpeg,,,,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,185,0,11,41,107.89168,1779.3856,396,,366,19677,,
http://pthumbnails.5min.com/10370149/518507427_c_300_170.jpg,Complete,200,http,GET,image/jpeg,,,,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,218,0,33,53,139.92169,912.6125,396,,366,30473,,
http://cdn.at.atwola.com/_media/uac/guid.html,Complete,200,http,GET,text/html,,,,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,197,0,0,65,6.756623,Infinity,535,,390,438,,33.1%
http://cdn.at.atwola.com/_media/uac/tcode3.html,Complete,200,http,GET,text/html,,,,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,196,0,0,66,11.673908,Infinity,537,,412,1394,,42.3%
https://graph.facebook.com/,Complete,200,https,POST,application/json; charset=UTF-8,,,,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:43,13 Nov 2014 13:42:43,393,0,0,239,9.730836,-Infinity,0,3918,-1,-1,,100.0%
http://an.tacoda.net/an/g10000/slf.js,Complete,200,http,GET,application/x-javascript,,,,13 Nov 2014 13:42:42,13 Nov 2014 13:42:43,13 Nov 2014 13:42:43,13 Nov 2014 13:42:43,177,0,1,51,29.401703,4832.0312,381,,1037,3911,,55.6%
http://dtm.advertising.com/916f392e-1af6-43dd-bc12-239421d8b718.js,Complete,200,http,GET,application/javascript; charset=utf-8,,,,13 Nov 2014 13:42:42,13 Nov 2014 13:42:43,13 Nov 2014 13:42:43,13 Nov 2014 13:42:43,181,0,0,57,9.609159,Infinity,472,,380,929,,36.1%
http://cdn.at.atwola.com/_media/uac/tcodeqt.html,Complete,200,http,GET,text/html,,,,13 Nov 2014 13:42:42,13 Nov 2014 13:42:42,13 Nov 2014 13:42:43,13 Nov 2014 13:42:43,45,0,1,43,62.521698,2263.6719,563,,428,1890,,56.9%
http://an.tacoda.net/an/18288/slf.js,Complete,200,http,GET,application/x-javascript,,,,13 Nov 2014 13:42:43,13 Nov 2014 13:42:43,13 Nov 2014 13:42:43,13 Nov 2014 13:42:43,237,0,2,234,28.361517,3175.2927,380,,614,5889,,67.4%
http://tacoda.at.atwola.com/rtx/r.js?cmd=ADN&si=18288&pi=L&xs=3&pu=http%25253A%2F%2Fcdn.at.atwola.com%2F_media%2Fuac%2Ftcode3.html%25253Fifu%25253Dhttp%2525253A%2F%2Ftechcrunch.com%2F%252526cmmiss%25253D-1%252526cmkw%25253D&r=&df=1&atsync=1&bf=1&acf=1&btf=1&adf=1&v=6.4.6&cb=87835,Complete,200,http,GET,application/javascript,,,,13 Nov 2014 13:42:43,13 Nov 2014 13:42:43,13 Nov 2014 13:42:43,13 Nov 2014 13:42:43,273,0,1,129,7.0219493,1241.2109,692,,1153,118,,3.3%
http://leadback.advertising.com/adcedge/lb?site=695501&betr=tc%3D0%7Cbk%3D0&guidm=1%3ATR8f21a0d7-6b32-11e4-a97a-00163ef1ad8b&bnum=2592,Complete,200,http,GET,image/gif,,,,13 Nov 2014 13:42:43,13 Nov 2014 13:42:43,13 Nov 2014 13:42:43,13 Nov 2014 13:42:43,313,0,0,123,3.4008088,Infinity,549,,492,49,,
http://ar.atwola.com/atd,Complete,302,http,GET,text/plain,,,,13 Nov 2014 13:42:43,13 Nov 2014 13:42:43,13 Nov 2014 13:42:43,13 Nov 2014 13:42:43,323,0,0,125,,,458,,705,,,
http://r.nexac.com/e/getdata.xgi?dt=br&pkey=jtkr94hrnfw22&ru=http%3A%2F%2Far.atwola.com%2Fatd%3Fit%3D7%2526iv%3D%253cna_di%253e%2526at%3D8%2526av%3D%253cna_di2%253e%2526ds%3D7%2526ed%3D%253cna_da%253e%2526rand%3D620566,Complete,302,http,GET,,,,,13 Nov 2014 13:42:43,13 Nov 2014 13:42:44,13 Nov 2014 13:42:44,13 Nov 2014 13:42:44,437,0,0,191,,,548,,216,,,
http://ar.atwola.com/atd?it=7&iv=&at=8&av=&ds=7&ed=&rand=620566,Complete,204,http,GET,text/plain,,,,13 Nov 2014 13:42:44,13 Nov 2014 13:42:44,13 Nov 2014 13:42:44,13 Nov 2014 13:42:44,126,0,0,125,7.3087177,Infinity,553,,390,0,,
